,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
4034,0,1,4.0,165,0,4,683,1100.0,1914
4035,1,1,4.4,1796,36,19,1331,1000.0,1914
4036,1,0,4.1,99,0,58,432,300.0,1914
4037,1,0,4.0,827,0,19,1181,500.0,1914
4038,1,0,3.9,68,0,19,912,1000.0,1914
4039,1,0,3.9,231,33,28,863,400.0,1914
4040,1,1,4.2,1692,37,12,368,650.0,1914
4041,1,0,4.0,265,37,42,1330,300.0,1914
4042,1,0,3.9,121,33,58,951,400.0,1914
4043,1,0,3.6,163,35,19,940,500.0,1914
4044,1,0,4.5,2062,20,19,1285,1200.0,1914
4045,1,0,3.9,163,37,28,35,300.0,1914
4046,1,0,4.1,507,38,29,618,500.0,1914
4047,1,0,4.0,536,3,19,494,800.0,1914
4048,1,0,4.1,381,0,58,66,250.0,1914
4049,1,0,4.1,464,0,12,272,500.0,1914
4050,1,0,3.7,65,37,19,76,800.0,1914
4051,1,0,4.1,397,20,29,742,450.0,1914
4052,1,0,3.9,452,39,19,151,600.0,1914
4053,1,0,3.6,176,20,28,200,400.0,1914
4054,1,0,4.0,869,0,28,192,500.0,1914
4055,1,0,3.8,331,20,58,903,350.0,1914
4056,1,0,3.8,33,37,65,874,250.0,1914
4057,1,0,4.1,320,38,58,903,600.0,1914
4058,0,0,3.8,110,0,58,1302,200.0,1914
4059,1,0,4.7,1022,39,16,344,550.0,1914
4060,1,0,4.3,3447,39,19,903,600.0,1914
4061,1,0,4.2,522,39,58,1324,450.0,1914
4062,1,0,3.8,283,20,58,221,400.0,1914
4063,1,0,4.0,310,27,12,308,750.0,1914
4064,1,0,3.6,142,27,19,1232,750.0,1914
4065,1,0,3.8,41,39,58,652,400.0,1914
4066,1,1,3.8,1166,20,19,822,600.0,1914
4067,1,0,4.2,421,3,19,488,700.0,1914
4068,1,0,3.5,177,0,58,156,500.0,1914
4069,1,0,3.9,226,33,28,1129,450.0,1914
4070,1,0,4.3,50,37,29,605,400.0,1914
4071,1,0,3.7,439,20,68,217,550.0,1914
4072,1,0,3.9,64,37,58,836,300.0,1914
4073,1,0,3.8,74,36,19,560,750.0,1914
4074,1,1,4.2,3230,0,24,903,1600.0,1914
4075,1,0,3.8,232,27,19,53,600.0,1914
4076,1,0,3.7,37,26,28,217,600.0,1914
4077,1,0,4.0,508,26,18,369,1000.0,1914
4078,1,1,3.8,256,3,19,57,800.0,1914
4079,1,1,4.4,4315,26,48,505,1600.0,1914
4080,1,0,4.5,2594,37,32,741,500.0,1914
4081,1,0,4.2,820,38,19,903,1000.0,1914
4082,1,1,4.1,1318,20,19,1036,800.0,1430
4083,1,0,4.3,1101,20,12,335,700.0,1914
4084,1,0,4.3,2374,26,19,903,800.0,1914
4085,1,1,4.0,1205,36,12,325,650.0,1914
4086,1,0,4.1,337,27,58,442,300.0,1914
4087,1,0,4.4,2859,37,12,265,600.0,1914
4088,1,0,4.3,721,37,58,642,400.0,1914
4089,1,0,3.5,239,37,19,1115,1000.0,1914
4090,1,1,4.2,293,37,19,1214,800.0,1914
4091,1,0,4.3,219,33,58,838,300.0,1914
4092,1,0,4.2,307,0,28,813,600.0,1914
4093,1,1,4.2,2616,37,19,415,1300.0,1914
4094,0,0,3.7,126,0,58,903,200.0,1914
4095,1,0,4.8,186,37,29,600,400.0,1914
4096,1,1,4.4,2386,36,19,845,1000.0,1914
4097,1,0,3.5,79,27,19,56,600.0,1914
4098,1,0,3.7,109,3,58,846,600.0,1914
4099,1,0,3.0,66,37,19,151,700.0,1914
4100,1,0,3.9,386,26,58,1169,600.0,1914
4101,1,0,3.9,475,38,19,1153,600.0,1914
4102,1,1,4.1,624,0,20,109,1500.0,1914
4103,1,0,3.6,455,20,68,940,400.0,1914
4104,1,1,4.4,2239,3,20,585,1200.0,1914
4105,1,1,4.5,1877,33,20,1130,1200.0,1914
4106,1,0,4.2,532,37,19,484,600.0,1914
4107,1,0,3.6,207,37,19,815,500.0,1914
4108,1,1,4.5,3458,37,19,1103,1300.0,1914
4109,1,0,4.0,36,0,31,607,300.0,1914
4110,1,1,4.2,1031,26,20,496,1100.0,1914
4111,1,0,3.9,77,39,29,742,800.0,1914
4112,1,0,4.0,51,37,58,642,500.0,1914
4113,1,1,4.1,400,37,14,338,1200.0,783
4114,1,0,2.5,321,26,58,981,400.0,1914
4115,1,1,4.3,1258,27,21,714,800.0,1914
4116,1,0,3.8,171,3,58,993,250.0,1914
4117,1,0,3.8,76,37,58,155,500.0,1914
4118,1,0,4.1,61,37,29,621,450.0,1914
4119,1,1,3.9,533,20,19,59,900.0,1914
4120,1,0,4.1,739,26,28,457,500.0,1914
4121,1,0,3.2,144,3,58,960,350.0,1914
4122,1,1,4.2,239,26,21,277,600.0,1914
4123,1,1,4.1,1027,3,19,903,1000.0,1914
4124,1,0,4.0,188,33,28,134,300.0,1914
4125,1,1,4.5,245,36,19,784,1300.0,1914
4126,1,1,4.1,221,36,19,903,1000.0,1914
4127,1,1,3.7,111,20,19,940,800.0,1914
4128,1,1,3.8,202,27,53,431,1000.0,1914
4129,1,1,3.8,759,26,19,903,600.0,1914
4130,1,1,3.8,584,27,19,1089,1200.0,1914
4131,1,0,3.9,135,27,58,675,350.0,1914
4132,1,0,4.1,3001,33,12,298,1000.0,1914
4133,1,0,3.9,88,0,58,751,1000.0,1914
4134,1,1,4.3,516,38,19,18,2500.0,1914
4135,1,1,3.9,402,20,19,1233,800.0,1914
4136,1,0,3.8,257,32,28,940,300.0,1914
4137,1,0,3.8,46,26,58,1159,450.0,1914
4138,1,1,4.3,342,36,58,619,450.0,1914
4139,1,0,4.1,588,26,19,452,700.0,1914
4140,1,0,3.8,273,0,19,1029,900.0,1914
4141,1,0,3.2,908,37,19,1089,600.0,1914
4142,1,0,3.5,888,39,19,1084,650.0,1914
4143,1,0,3.8,57,39,19,1213,700.0,1914
4144,1,1,4.5,710,39,19,785,1500.0,1914
4145,1,0,3.8,658,37,19,498,500.0,1914
4146,1,0,4.4,939,37,12,348,900.0,1914
4147,1,0,3.5,283,0,58,157,350.0,1914
4148,1,1,4.4,677,39,19,1089,1500.0,1914
4149,1,0,4.0,181,26,19,956,550.0,1914
4150,1,1,4.4,1851,38,19,420,1100.0,1914
4151,1,0,4.1,841,38,19,1216,700.0,1914
4152,1,1,4.1,294,26,19,726,500.0,1217
4153,1,0,3.2,51,20,28,940,600.0,1914
4154,1,0,4.3,372,20,19,24,700.0,1914
4155,1,1,4.1,1774,37,53,686,1200.0,1914
4156,1,0,3.1,248,20,19,420,500.0,1914
4157,1,0,3.9,1138,37,19,1066,500.0,1914
4158,1,0,3.8,254,0,19,420,550.0,1914
4159,1,1,4.1,442,27,56,554,1200.0,1914
4160,1,0,3.9,391,39,19,705,750.0,1914
4161,1,0,4.1,131,20,19,903,650.0,1914
4162,1,0,4.2,161,20,58,181,300.0,1914
4163,1,0,3.7,69,0,28,65,400.0,1914
4164,1,0,3.9,46,20,62,523,300.0,1914
4165,1,0,3.7,51,3,58,903,300.0,1914
4166,1,0,3.8,80,20,58,1159,800.0,1914
4167,1,0,3.9,455,38,19,420,1000.0,1914
4168,1,1,3.6,107,37,19,940,900.0,1914
4169,1,0,3.8,264,39,19,902,650.0,1914
4170,1,1,4.2,1365,39,20,96,1400.0,1914
4171,1,0,3.7,158,27,19,193,700.0,1914
4172,1,1,4.1,587,26,20,551,1200.0,1914
4173,1,0,3.8,117,0,19,927,600.0,1914
4174,1,1,4.5,3125,37,20,973,1500.0,1914
4175,0,0,3.9,204,0,19,218,550.0,1914
4176,1,0,4.3,62,37,29,1329,250.0,1914
4177,1,0,4.4,384,39,58,1254,300.0,1914
4178,1,1,4.4,3667,37,19,490,1400.0,1914
4179,1,0,2.7,85,26,12,400,500.0,1914
4180,1,1,4.3,1233,27,19,1059,1000.0,1914
4181,1,1,4.2,1905,27,12,339,800.0,1914
4182,0,0,3.8,87,0,58,642,250.0,1914
4183,1,1,3.9,597,36,4,698,1200.0,1914
4184,1,0,2.9,177,27,19,953,700.0,1914
4185,1,0,3.8,146,26,19,420,600.0,1914
4186,1,1,4.2,1867,20,46,692,1500.0,1914
4187,1,0,4.1,601,0,58,1170,700.0,1914
4188,1,0,3.9,200,26,58,848,400.0,1914
4189,1,0,4.0,233,27,58,1237,400.0,1914
4190,1,0,3.9,52,20,60,248,250.0,1914
4191,1,1,3.7,291,36,19,54,750.0,1318
4192,1,1,4.2,1617,36,19,1197,1500.0,1914
4193,1,1,4.4,191,35,12,262,1000.0,328
4194,1,0,3.4,301,20,68,222,400.0,1326
4195,1,1,4.1,252,36,19,897,750.0,1914
4196,1,0,3.8,149,37,19,212,600.0,215
4197,1,0,3.7,72,27,19,951,450.0,1914
4198,1,1,4.0,150,34,19,564,1100.0,711
4199,1,1,4.1,1078,27,19,940,1000.0,1914
4200,0,0,3.6,81,0,0,137,200.0,1914
4201,0,0,4.0,147,0,12,349,400.0,1914
4202,1,0,4.1,1003,37,19,1094,700.0,1665
4203,1,0,2.8,102,3,58,940,350.0,1914
4204,1,1,4.4,455,39,20,903,1500.0,1619
4205,1,0,3.4,34,39,19,1072,650.0,1914
4206,1,0,4.0,118,26,19,488,400.0,1141
4207,1,0,3.9,88,20,58,642,250.0,1914
4208,1,1,3.9,143,27,19,854,1000.0,530
4209,1,1,3.9,160,20,23,1019,900.0,1832
4210,1,0,4.0,510,39,19,454,750.0,554
4211,1,1,4.1,668,35,19,489,900.0,1914
4212,1,0,3.9,315,27,58,1297,300.0,240
4213,1,1,3.8,72,26,58,1185,400.0,1914
4214,1,0,4.1,988,38,12,321,600.0,585
4215,0,0,3.7,28,0,19,940,500.0,1914
4216,1,1,2.9,90,3,19,1144,800.0,960
4217,1,1,4.4,345,37,20,436,1000.0,154
4218,1,1,4.1,553,27,19,770,900.0,1509
4219,0,0,3.7,48,0,68,600,400.0,1914
4220,1,0,3.9,201,0,58,1146,300.0,1057
4221,1,0,3.7,127,16,68,662,300.0,863
4222,1,1,4.1,600,38,19,775,1100.0,1914
4223,1,0,3.9,213,38,58,249,400.0,1914
4224,1,1,3.8,499,20,15,311,700.0,1793
4225,1,0,3.7,127,16,68,662,300.0,863
4226,1,0,3.8,100,0,12,395,700.0,949
4227,1,0,4.4,358,27,29,605,400.0,666
4228,1,0,3.7,115,0,19,457,550.0,1914
4229,1,0,3.7,173,20,68,198,400.0,1914
4230,1,0,3.6,72,38,58,866,200.0,1715
4231,0,0,4.0,372,0,19,778,500.0,1914
4232,0,0,4.1,358,0,58,489,500.0,1914
4233,1,0,3.9,450,20,19,951,550.0,1914
4234,0,0,3.7,118,0,29,742,300.0,1914
4235,1,1,4.2,767,36,19,1004,1700.0,1914
4236,1,1,4.1,1697,37,19,940,1200.0,1914
4237,0,0,3.6,117,0,28,940,500.0,1914
4238,0,0,2.4,221,0,58,903,550.0,1914
4239,1,0,3.9,186,40,58,455,400.0,1914
4240,1,0,3.7,103,38,58,951,400.0,1914
4241,0,0,4.4,76,0,19,225,600.0,1914
4242,1,0,2.7,73,0,19,457,600.0,561
4243,1,0,3.0,57,26,19,488,650.0,535
4244,0,0,4.0,115,0,19,597,1000.0,1914
4245,0,0,3.5,42,0,58,1013,400.0,1914
4246,0,0,2.6,75,0,58,1137,400.0,1914
4247,0,0,3.1,53,0,19,988,600.0,1914
4248,0,0,3.6,61,0,12,262,500.0,1914
4249,0,0,3.8,35,0,68,642,200.0,1914
4250,0,0,3.6,34,0,58,778,650.0,1914
4251,1,0,4.1,505,38,12,303,600.0,1914
4252,1,0,4.0,684,37,58,499,250.0,1914
4253,1,0,3.6,71,0,58,986,350.0,456
4254,1,0,3.7,259,37,19,889,750.0,467
4255,1,0,4.0,68,39,29,600,400.0,1895
4256,1,1,4.1,1403,26,25,1019,1100.0,822
4257,1,1,4.4,100,40,12,309,700.0,1836
4258,1,0,4.1,291,38,58,258,600.0,1914
4259,1,1,4.3,1800,37,21,530,900.0,1914
4260,1,1,4.1,845,26,20,1226,1100.0,1828
4261,0,0,3.1,44,0,28,940,500.0,1914
4262,0,0,2.7,76,0,58,940,500.0,1914
4263,0,0,3.8,43,0,58,1227,200.0,1914
4264,0,0,3.1,53,60,28,667,450.0,1914
4265,1,1,3.8,561,26,19,903,800.0,1914
4266,1,0,3.9,162,26,28,951,500.0,1914
4267,1,0,3.6,241,38,19,1205,800.0,1914
4268,1,0,2.9,62,27,61,443,650.0,1449
4269,1,0,3.9,95,33,58,1044,350.0,1914
4270,1,0,3.3,94,37,58,74,200.0,1525
4271,1,0,3.5,74,38,19,802,600.0,243
4272,1,0,4.1,306,39,12,330,600.0,191
4273,1,0,3.7,46,0,19,940,600.0,1914
4274,1,1,4.1,151,38,58,300,600.0,1294
4275,1,0,3.7,244,26,19,221,450.0,1914
4276,1,1,4.0,347,26,19,1018,1000.0,1914
4277,1,0,4.0,201,37,12,323,800.0,1914
4278,1,0,3.3,334,0,58,217,400.0,1914
4279,1,0,4.0,193,38,28,1314,500.0,1914
4280,1,0,2.6,170,3,19,758,600.0,1914
4281,1,1,3.9,202,20,12,397,500.0,687
4282,1,0,4.1,209,36,58,588,400.0,1914
4283,1,0,3.8,278,20,58,181,200.0,1914
4284,1,0,4.0,101,3,19,841,500.0,1914
4285,1,0,3.7,61,0,58,679,450.0,1585
4286,1,0,3.7,117,26,58,903,150.0,1914
4287,1,0,3.0,61,0,12,262,650.0,319
4288,1,0,3.5,132,0,68,221,600.0,1914
4289,1,0,3.8,38,33,19,903,400.0,1914
4290,1,0,4.0,76,33,58,1196,300.0,1148
4291,1,0,4.3,1899,37,29,600,400.0,1914
4292,1,0,3.7,95,33,58,903,150.0,1914
4293,1,0,3.0,72,37,58,255,600.0,1212
4294,1,0,4.1,37,39,34,617,500.0,1237
4295,1,1,3.7,1014,38,4,532,1300.0,1226
4296,1,0,2.8,335,3,19,940,500.0,1914
4297,1,0,3.8,75,27,58,814,300.0,280
4298,1,0,4.1,90,27,58,1227,100.0,1914
4299,1,0,3.1,40,0,58,903,400.0,1914
4300,1,0,2.6,54,0,28,193,600.0,422
4301,0,1,4.5,3902,37,56,692,1000.0,1914
4302,0,0,3.8,63,0,12,262,500.0,1914
4303,1,0,4.0,176,38,28,653,300.0,1914
4304,1,0,3.1,68,27,58,890,550.0,1914
4305,0,1,4.2,1192,26,25,759,1200.0,1914
4306,0,0,4.7,14654,37,15,266,900.0,1914
4307,1,0,3.8,109,38,68,778,400.0,1914
4308,1,0,3.7,57,20,68,903,400.0,1914
4309,0,0,4.5,3826,37,12,378,800.0,1914
4310,0,0,4.0,2729,37,12,318,1300.0,1914
4311,0,1,4.2,1214,26,19,1181,1200.0,1914
4312,1,0,3.4,185,3,19,1264,450.0,1914
4313,0,1,4.5,678,37,19,487,1400.0,1914
4314,0,0,4.3,2296,37,19,51,800.0,1914
4315,0,0,3.8,1159,37,19,41,650.0,1914
4316,0,1,4.3,2241,37,19,493,1100.0,1914
4317,0,0,4.3,988,37,58,499,350.0,1914
4318,0,1,4.4,320,37,19,831,1200.0,1914
4319,0,0,4.3,449,37,29,744,400.0,1914
4320,0,1,4.1,466,26,19,828,700.0,1914
4321,0,0,3.7,202,26,19,1033,900.0,1914
4322,0,0,3.9,124,3,12,359,500.0,1914
4323,0,0,4.0,193,26,19,1233,500.0,1914
4324,0,0,3.8,89,37,58,1054,300.0,1914
4325,0,0,2.3,175,26,19,903,450.0,1914
4326,0,0,2.9,39,26,68,668,500.0,1914
4327,0,0,2.2,90,3,19,940,750.0,1914
4328,1,0,3.8,178,33,19,1052,800.0,1914
4329,1,0,4.2,185,0,47,951,300.0,1914
4330,1,0,4.0,138,39,19,914,800.0,1914
4331,1,0,3.9,112,26,58,1307,200.0,1586
4332,1,0,3.8,34,20,59,144,350.0,1191
4333,1,0,3.9,145,36,28,903,500.0,1914
4334,1,0,4.2,76,37,58,1201,450.0,1914
4335,1,1,4.4,2493,3,53,1059,900.0,1914
4336,1,0,4.6,230,27,12,286,400.0,1914
4337,1,0,4.3,169,36,29,605,450.0,1914
4338,1,0,3.8,213,38,19,868,700.0,1675
4339,1,0,3.7,47,0,29,737,200.0,1914
4340,1,0,3.8,47,37,12,365,600.0,414
4341,1,0,3.7,66,0,58,1238,300.0,1914
4342,1,0,3.7,47,38,19,949,800.0,1914
4343,0,1,4.8,4390,37,4,518,1000.0,1914
4344,1,0,4.0,152,37,11,168,350.0,1914
4345,0,1,4.0,2151,37,43,507,1000.0,1914
4346,0,1,3.9,1388,37,43,573,1400.0,1914
4347,1,0,4.2,413,37,12,342,700.0,1914
4348,1,0,3.6,43,26,19,470,600.0,1914
4349,1,0,3.8,172,37,19,1124,400.0,1672
4350,0,0,4.1,1223,37,58,869,400.0,1914
4351,0,0,4.1,435,37,19,951,500.0,1914
4352,0,0,4.0,335,27,19,919,550.0,1914
4353,0,1,4.4,464,36,12,320,800.0,1914
4354,1,0,4.1,956,26,19,1273,600.0,1490
4355,0,1,4.5,546,37,12,328,900.0,1914
4356,0,0,3.9,1155,36,19,418,650.0,1914
4357,0,1,4.1,770,36,20,41,800.0,1914
4358,0,0,4.1,674,37,19,1258,650.0,1914
4359,0,0,4.1,42,37,58,1294,150.0,1914
4360,1,0,3.9,337,20,58,940,500.0,1914
4361,0,1,4.1,446,39,19,903,650.0,1914
4362,0,0,4.3,235,39,8,171,350.0,1914
4363,0,0,4.0,161,27,58,681,200.0,1914
4364,0,0,3.8,83,27,58,918,400.0,1914
4365,0,0,3.9,118,27,19,931,800.0,1914
4366,0,0,4.0,181,37,47,903,150.0,1914
4367,0,0,3.1,117,39,58,181,200.0,1914
4368,0,0,4.0,93,3,68,140,800.0,1914
4369,0,0,3.8,69,3,13,278,700.0,1914
4370,0,0,3.8,62,39,2,600,150.0,1914
4371,0,0,2.6,56,20,28,228,500.0,1914
4372,0,0,3.2,63,26,3,147,600.0,1914
4373,0,0,3.7,44,26,29,140,200.0,1914
4374,0,0,3.8,38,37,29,738,400.0,1914
4375,0,0,3.7,91,27,19,940,900.0,1914
4376,1,0,4.1,323,39,12,270,700.0,1914
4377,1,0,3.3,67,3,19,940,600.0,1914
4378,1,0,3.4,212,20,19,995,800.0,1914
4379,1,0,4.0,87,0,8,161,150.0,871
4380,1,0,3.9,194,26,19,1258,400.0,1914
4381,1,1,4.0,280,36,20,628,1500.0,1914
4382,1,0,3.8,187,26,12,267,500.0,872
4383,1,0,3.9,48,20,58,646,400.0,1914
4384,1,1,4.0,127,20,19,1096,900.0,1914
4385,0,0,4.2,434,0,29,140,400.0,1914
4386,1,0,4.4,63,0,29,605,300.0,1914
4387,1,0,4.5,583,0,29,605,400.0,1124
4388,1,0,4.2,250,0,31,161,300.0,1914
4389,1,0,4.5,1238,0,28,720,500.0,1
4390,1,0,4.0,48,0,31,605,300.0,1914
4391,1,0,4.0,221,0,66,879,200.0,626
4392,1,0,3.4,280,0,64,1298,200.0,1914
4393,1,0,4.0,87,0,8,161,200.0,1205
4394,0,0,4.0,164,0,64,1298,150.0,1914
4395,1,0,4.0,71,0,29,605,300.0,790
4396,0,0,4.1,342,0,0,140,500.0,1914
4397,1,0,4.0,138,0,29,735,250.0,1914
4398,1,0,3.6,223,0,66,876,400.0,1479
4399,1,0,3.8,102,0,19,950,800.0,1914
4400,1,0,3.3,77,0,0,137,400.0,732
4401,1,0,4.0,30,0,0,140,500.0,954
4402,1,0,4.0,207,0,13,278,500.0,520
4403,0,0,3.9,41,0,3,150,200.0,1914
4404,0,0,3.6,83,0,0,137,200.0,1914
4405,0,0,3.7,48,0,68,600,400.0,1914
4406,1,0,3.7,47,0,29,735,100.0,1914
4407,0,0,3.7,106,0,29,600,600.0,1914
4408,1,1,4.0,157,34,19,564,1100.0,546
4409,0,0,4.6,342,37,34,617,400.0,1914
4410,0,1,4.2,2626,37,19,415,1300.0,1914
4411,0,0,4.5,210,37,16,376,600.0,1914
4412,1,1,4.1,496,26,19,557,700.0,635
4413,1,0,4.6,1028,39,29,616,550.0,1914
4414,1,0,4.5,847,27,29,742,400.0,1914
4415,1,0,4.1,62,37,29,621,450.0,1914
4416,1,0,4.3,673,27,29,140,500.0,601
4417,1,0,4.1,71,26,12,404,600.0,238
4418,1,0,4.5,360,37,32,608,300.0,986
4419,0,0,4.3,464,37,29,744,400.0,1914
4420,1,0,4.1,147,37,12,363,1200.0,728
4421,0,0,4.3,1904,37,29,600,400.0,1914
4422,1,1,4.2,1722,37,12,368,650.0,1914
4423,1,0,3.9,234,37,29,742,500.0,1914
4424,1,0,4.2,605,39,29,605,900.0,231
4425,1,0,4.2,184,37,29,605,350.0,302
4426,1,1,4.2,249,26,21,277,600.0,1855
4427,1,0,4.1,70,39,29,600,400.0,1896
4428,1,0,4.9,201,37,29,600,400.0,1914
4429,1,0,4.2,220,26,29,621,400.0,1914
4430,1,0,4.1,244,37,8,166,400.0,1683
4431,1,0,4.3,70,37,29,1329,250.0,1914
4432,1,0,4.2,449,39,29,605,300.0,607
4433,0,0,3.9,144,39,64,1298,200.0,1914
4434,1,0,4.2,712,39,29,141,450.0,1106
4435,1,0,4.2,346,37,29,619,500.0,318
4436,0,0,4.1,77,39,42,742,300.0,1914
4437,1,0,4.0,189,39,2,146,500.0,868
4438,1,0,4.1,216,37,8,170,200.0,1147
4439,1,0,4.1,37,39,34,617,500.0,1914
4440,1,0,3.9,242,26,29,618,500.0,1914
4441,1,0,3.9,72,3,29,600,350.0,220
4442,1,0,4.2,53,37,29,605,400.0,1302
4443,1,0,3.9,191,26,29,600,400.0,1914
4444,1,0,4.0,42,3,39,606,400.0,1914
4445,1,0,3.7,94,20,0,140,400.0,1914
4446,1,0,3.9,82,39,29,742,800.0,1692
4447,0,0,4.1,324,39,12,270,700.0,1914
4448,1,0,4.0,153,37,11,168,350.0,1914
4449,1,0,4.0,100,39,29,137,150.0,256
4450,1,0,3.9,155,26,39,341,400.0,1914
4451,0,0,3.9,43,37,8,172,200.0,1914
4452,0,0,4.0,94,3,68,140,800.0,1914
4453,0,0,3.8,69,3,13,279,700.0,1914
4454,1,0,3.9,107,3,29,742,400.0,206
4455,0,0,3.8,62,39,2,600,150.0,1914
4456,1,0,4.1,450,27,12,290,400.0,1587
4457,0,0,2.5,58,20,28,228,500.0,1914
4458,0,0,3.2,64,26,3,147,600.0,1914
4459,1,0,3.7,176,20,68,198,400.0,1914
4460,1,0,3.8,34,37,65,874,250.0,1439
4461,0,0,3.7,45,26,29,140,200.0,1914
4462,1,0,4.1,95,26,0,140,500.0,1303
4463,0,0,3.8,38,37,29,738,400.0,1914
4464,0,0,3.7,49,39,31,605,400.0,1914
4465,1,0,3.8,75,35,65,878,200.0,1109
4466,0,1,4.9,6375,0,19,639,1600.0,1914
4467,0,1,4.4,201,0,19,574,1300.0,1914
4468,1,1,4.2,3230,0,24,903,1600.0,1659
4469,0,1,4.4,1149,0,20,1079,1100.0,1914
4470,1,1,4.5,799,0,19,571,800.0,405
4471,1,1,4.5,1874,0,12,314,900.0,693
4472,1,1,4.1,1541,0,19,819,800.0,910
4473,1,1,4.1,624,0,20,109,1500.0,670
4474,1,0,4.1,1272,0,19,80,900.0,84
4475,1,0,4.0,827,0,19,1181,500.0,1424
4476,1,0,3.7,479,0,19,488,850.0,1801
4477,0,0,3.9,204,0,19,218,550.0,1914
4478,1,0,3.9,467,0,19,86,550.0,472
4479,0,0,4.3,315,0,47,824,300.0,1914
4480,1,1,4.1,2724,0,19,231,800.0,1641
4481,1,0,3.8,254,0,19,217,800.0,488
4482,1,0,4.2,185,0,47,951,300.0,1914
4483,1,0,3.9,420,0,19,86,800.0,1365
4484,1,0,3.9,363,0,19,903,600.0,1468
4485,0,1,4.0,165,0,4,683,1100.0,1914
4486,1,0,4.1,464,0,12,272,500.0,1736
4487,1,0,3.7,115,0,19,457,550.0,1783
4488,1,0,3.7,135,0,19,940,500.0,592
4489,1,0,3.8,685,0,19,1265,400.0,1578
4490,1,0,3.9,255,0,19,41,500.0,428
4491,1,0,4.1,295,0,19,192,700.0,1914
4492,1,0,3.0,102,0,19,1258,600.0,1781
4493,1,0,4.0,245,0,58,155,400.0,705
4494,1,0,4.0,943,0,19,452,600.0,1811
4495,1,1,3.9,74,0,19,188,700.0,795
4496,1,0,3.8,273,0,19,1029,900.0,873
4497,1,0,3.9,68,0,19,912,1000.0,1396
4498,1,0,3.9,214,0,19,980,600.0,1646
4499,1,0,3.9,670,0,19,903,500.0,1622
4500,1,0,3.6,218,0,19,221,600.0,1876
4501,1,0,3.5,221,0,66,876,400.0,134
4502,1,0,3.6,71,0,58,986,350.0,456
4503,1,0,3.8,100,0,12,395,700.0,949
4504,1,0,3.8,99,0,19,1258,350.0,1285
4505,0,0,4.4,76,0,19,225,600.0,1914
4506,1,0,3.5,735,0,19,38,600.0,476
4507,0,0,2.9,84,0,19,931,500.0,1914
4508,1,0,3.9,331,0,12,939,200.0,880
4509,1,0,3.8,117,0,19,927,600.0,1345
4510,1,0,3.8,613,0,12,381,600.0,1297
4511,1,0,3.0,61,0,12,262,650.0,319
4512,1,0,3.6,41,0,12,319,600.0,1304
4513,0,0,4.0,147,0,12,349,400.0,1914
4514,1,0,3.8,337,0,19,51,800.0,362
4515,0,0,3.7,28,0,19,940,500.0,1914
4516,1,0,2.7,73,0,19,457,600.0,561
4517,1,0,3.1,140,0,19,928,600.0,385
4518,1,0,3.8,254,0,19,420,550.0,1914
4519,1,0,3.7,46,0,19,940,600.0,1409
4520,0,0,4.0,115,0,19,597,1000.0,1914
4521,0,0,3.1,53,0,19,988,600.0,1914
4522,0,0,3.6,61,0,12,262,500.0,1914
4523,1,0,3.9,438,0,19,151,650.0,1125
4524,0,0,3.7,41,0,19,217,450.0,1914
4525,0,0,3.7,112,0,19,445,500.0,1914
4526,1,0,3.8,208,0,18,292,650.0,1914
4527,1,1,3.9,487,0,12,568,700.0,1257
4528,0,0,3.8,63,0,12,262,500.0,1914
4529,1,0,4.0,113,0,11,1310,250.0,167
4530,1,0,2.8,62,0,19,1154,500.0,1422
4531,1,0,3.9,52,0,58,1258,300.0,1914
4532,1,0,3.9,88,0,58,751,1000.0,682
4533,1,0,4.1,99,0,58,432,300.0,1403
4534,1,0,3.9,1189,0,58,940,500.0,1342
4535,1,0,3.9,179,0,58,1155,250.0,1858
4536,1,0,4.2,465,0,58,825,400.0,1388
4537,1,0,4.1,783,0,58,1263,300.0,1012
4538,0,0,4.0,137,0,58,813,200.0,1914
4539,1,0,3.9,191,0,58,197,300.0,591
4540,1,0,3.5,383,0,58,205,400.0,762
4541,1,0,4.1,381,0,58,66,250.0,1523
4542,1,0,4.2,465,0,58,925,300.0,648
4543,1,0,3.9,348,0,58,254,400.0,993
4544,1,0,4.1,521,0,58,1167,400.0,1169
4545,1,0,3.9,441,0,58,934,500.0,392
4546,1,0,4.0,199,0,58,903,300.0,1054
4547,1,0,3.9,201,0,58,1146,300.0,1057
4548,1,0,4.0,113,0,58,477,400.0,74
4549,1,0,3.8,376,0,58,946,500.0,477
4550,1,0,4.0,84,0,58,667,400.0,1360
4551,0,0,4.0,160,0,64,1298,150.0,1914
4552,1,0,3.2,64,0,58,1001,250.0,1815
4553,1,0,3.9,879,0,58,1070,500.0,378
4554,1,0,4.1,128,0,58,903,150.0,725
4555,0,0,3.8,110,0,58,1302,200.0,1914
4556,1,0,3.9,183,0,58,676,250.0,1768
4557,1,0,3.9,201,0,58,66,300.0,1044
4558,1,0,3.4,46,0,58,1294,200.0,1429
4559,1,0,3.7,66,0,58,1238,300.0,1914
4560,1,0,2.8,178,0,58,1091,700.0,540
4561,0,0,4.1,358,0,58,489,500.0,1914
4562,1,0,3.9,170,0,58,827,300.0,1203
4563,0,0,3.7,126,0,58,903,200.0,1914
4564,1,0,2.8,138,0,58,1146,300.0,1914
