,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
2033,0,0,4.3,687,44,35,638,3000.0,1914
2034,0,1,3.8,64,44,19,130,1500.0,1914
2035,0,0,4.1,1022,54,19,971,500.0,1914
2036,0,1,4.2,347,43,20,1084,1000.0,1914
2037,0,0,4.3,471,43,24,135,1500.0,1914
2038,0,1,4.3,622,54,35,1043,3400.0,1914
2039,0,0,3.9,53,55,35,111,2000.0,1914
2040,0,1,4.3,334,55,19,1008,1200.0,1914
2041,1,0,3.9,169,55,20,903,1700.0,1914
2042,1,1,4.2,576,58,19,462,1200.0,1914
2043,1,1,4.3,1048,43,19,761,1600.0,1914
2044,0,1,3.9,310,54,35,1062,2000.0,1914
2045,1,1,4.0,188,59,20,1073,1300.0,1706
2046,0,0,3.9,183,63,19,1037,2200.0,1914
2047,1,0,3.9,158,25,19,492,1300.0,1914
2048,1,1,3.8,198,44,19,762,1600.0,1914
2049,0,1,4.2,271,44,35,773,3000.0,1914
2050,1,0,4.1,119,55,19,516,1000.0,0
2051,0,0,3.1,120,43,20,1025,1200.0,1914
2052,0,0,2.8,253,25,19,940,1000.0,1914
2053,0,0,3.9,89,61,19,1098,1400.0,1914
2054,0,1,3.9,100,54,19,903,1900.0,1914
2055,0,0,3.0,107,44,19,1025,800.0,1914
2056,0,0,3.7,145,55,21,463,1000.0,1914
2057,0,0,3.7,67,55,19,1227,500.0,1914
2058,0,0,3.8,52,55,19,1033,1200.0,1914
2059,0,0,2.3,116,55,19,486,650.0,1914
2060,0,1,4.0,324,13,43,1100,1300.0,1914
2061,1,1,4.2,474,13,19,1004,1700.0,1434
2062,1,1,3.8,91,13,19,1129,1800.0,1914
2063,0,1,3.7,100,52,19,1243,1600.0,1914
2064,0,1,3.9,156,13,19,1143,1100.0,1914
2065,1,1,4.2,935,10,12,305,750.0,1914
2066,0,0,4.2,618,7,12,295,500.0,1914
2067,1,0,3.8,72,7,12,271,650.0,1686
2068,1,0,3.6,104,7,12,321,800.0,1914
2069,0,0,3.6,46,7,12,262,350.0,1914
2070,0,0,4.6,2257,10,12,399,1100.0,1914
2071,1,1,4.2,2838,54,21,786,800.0,1210
2072,0,0,4.5,3568,61,12,266,900.0,1914
2073,1,1,4.4,690,44,21,7,1700.0,90
2074,0,1,4.0,1701,10,12,306,1000.0,1914
2075,0,0,4.3,2635,10,12,262,600.0,1914
2076,1,0,4.4,1084,43,1,139,600.0,354
2077,0,1,4.1,563,44,21,1064,2500.0,1914
2078,1,0,4.3,3547,10,12,368,650.0,1914
2079,0,0,4.3,521,43,1,1190,1400.0,1914
2080,0,0,4.2,160,63,12,402,750.0,1914
2081,0,0,4.3,67,54,12,388,400.0,1914
2082,0,0,4.3,786,10,15,364,900.0,1914
2083,1,0,4.1,114,55,12,132,700.0,1914
2084,1,0,4.3,566,63,12,324,700.0,1848
2085,0,0,4.0,1443,44,32,614,500.0,1914
2086,1,0,4.1,460,10,12,273,700.0,1914
2087,1,0,3.9,461,63,15,268,800.0,1914
2088,1,0,4.3,1133,25,12,351,800.0,1914
2089,0,1,3.9,296,58,12,365,750.0,1914
2090,1,0,3.6,95,25,15,297,650.0,1914
2091,0,0,4.0,47,63,12,370,750.0,1914
2092,1,0,4.2,115,44,13,278,500.0,1914
2093,0,0,4.2,115,63,21,837,1000.0,1914
2094,0,1,3.7,91,43,13,281,1000.0,1914
2095,1,0,4.0,85,54,34,355,400.0,1914
2096,0,0,4.1,104,43,18,380,1200.0,1914
2097,1,0,3.9,66,10,9,412,500.0,1914
2098,1,0,4.2,382,63,12,1171,500.0,1914
2099,1,0,3.4,122,54,12,289,600.0,1914
2100,0,1,3.9,315,44,12,321,800.0,1914
2101,0,0,3.7,145,55,21,463,1000.0,1914
2102,0,0,3.9,74,61,12,299,500.0,1914
2103,0,0,3.8,99,63,12,336,600.0,1914
2104,1,0,3.8,260,44,12,262,700.0,1914
2105,1,0,4.1,124,44,21,528,900.0,1914
2106,1,1,4.7,4639,13,55,1152,1300.0,1914
2107,1,0,4.3,652,13,16,341,750.0,1914
2108,1,1,4.3,858,13,21,529,1000.0,1914
2109,1,0,4.2,739,13,12,323,750.0,1914
2110,1,1,4.1,94,10,58,719,300.0,1609
2111,1,0,3.9,302,14,58,827,300.0,1090
2112,1,0,4.0,473,24,58,181,300.0,216
2113,1,0,4.3,284,61,58,260,500.0,1885
2114,1,0,3.8,377,55,28,715,450.0,1178
2115,1,0,4.1,210,40,8,172,150.0,1314
2116,1,0,4.0,1393,24,58,255,600.0,557
2117,1,0,3.9,142,49,19,184,800.0,1552
2118,1,0,4.1,1079,7,62,252,550.0,13
2119,1,0,4.0,1072,24,58,675,350.0,1636
2120,1,0,3.8,88,18,58,676,250.0,1769
2121,1,0,4.3,290,54,68,1097,500.0,1914
2122,1,0,4.2,382,63,12,1171,500.0,1266
2123,1,0,3.5,350,16,58,940,350.0,1056
2124,1,0,4.3,889,14,28,140,500.0,265
2125,1,0,4.3,3547,10,12,368,650.0,1702
2126,1,0,3.3,261,58,19,940,500.0,1629
2127,1,0,3.9,59,24,28,870,600.0,565
2128,1,0,4.2,128,66,28,181,650.0,753
2129,1,0,4.4,633,54,29,742,400.0,223
2130,1,0,4.2,176,24,11,1310,250.0,1537
2131,1,0,4.0,1864,18,19,1105,750.0,1283
2132,1,0,3.5,68,66,68,903,200.0,1914
2133,1,0,3.8,236,58,19,1167,750.0,1581
2134,1,0,3.8,61,28,58,903,400.0,1914
2135,1,0,4.3,1217,24,19,1180,1200.0,564
2136,1,0,3.6,206,13,58,254,400.0,250
2137,1,0,3.9,370,44,66,878,200.0,334
2138,1,0,3.8,97,66,28,1159,750.0,825
2139,1,0,2.7,67,50,58,81,400.0,93
2140,1,0,4.0,624,52,34,609,450.0,796
2141,1,0,4.9,1746,7,29,600,400.0,1914
2142,1,1,3.8,194,61,19,211,800.0,555
2143,1,0,4.1,204,63,58,1261,250.0,1021
2144,1,0,4.1,1443,18,19,85,800.0,1649
2145,1,0,3.8,101,66,28,934,500.0,401
2146,1,1,4.4,2860,18,19,83,750.0,1513
2147,1,0,3.7,89,18,58,894,400.0,1630
2148,1,0,4.1,1125,14,28,209,650.0,659
2149,1,1,3.1,58,61,58,190,400.0,589
2150,1,1,4.2,1746,24,19,195,750.0,1914
2151,1,0,4.3,146,63,19,229,650.0,370
2152,1,1,4.4,3651,43,22,1158,1300.0,667
2153,1,0,4.6,2490,43,19,636,1600.0,965
2154,1,1,4.3,375,24,19,1313,1200.0,1551
2155,1,0,3.9,67,10,9,412,500.0,1427
2156,1,0,4.0,47,55,29,605,300.0,305
2157,1,0,3.9,189,24,28,711,600.0,511
2158,1,0,4.4,215,7,39,605,450.0,988
2159,1,0,4.0,175,63,19,205,750.0,138
2160,1,1,4.7,4657,13,55,1152,1300.0,136
2161,1,0,3.9,107,43,58,1193,600.0,338
2162,1,0,3.1,163,10,58,648,350.0,583
2163,1,0,4.4,1087,43,1,139,600.0,353
2164,1,0,2.8,109,58,19,498,500.0,1445
2165,1,0,3.0,74,58,19,903,500.0,1756
2166,1,0,4.2,444,24,19,1212,700.0,1089
2167,1,1,4.3,2040,44,19,1286,1500.0,160
2168,1,0,3.7,123,7,40,452,400.0,1889
2169,1,0,4.0,568,24,10,610,400.0,953
2170,1,0,4.2,172,12,19,899,800.0,1870
2171,1,0,3.7,42,52,19,486,900.0,552
2172,1,0,3.9,55,61,58,197,400.0,1914
2173,1,0,4.0,787,55,58,71,400.0,819
2174,1,1,4.3,393,7,5,693,1600.0,269
2175,1,0,3.9,238,24,19,958,800.0,707
2176,1,0,3.5,60,18,58,778,300.0,1301
2177,1,0,4.1,54,54,19,722,400.0,1462
2178,1,1,4.5,1621,13,19,784,1300.0,1225
2179,1,1,3.9,54,24,58,219,350.0,1399
2180,1,0,4.3,116,61,29,618,400.0,1696
2181,1,0,3.9,306,18,19,493,500.0,17
2182,1,0,4.1,125,44,21,528,900.0,1797
2183,1,1,4.4,2560,24,19,123,1600.0,542
2184,1,0,4.0,73,18,0,137,250.0,614
2185,1,1,4.1,612,13,19,38,1100.0,959
2186,1,0,3.9,100,7,66,878,400.0,1085
2187,1,0,3.9,847,18,19,894,700.0,525
2188,1,0,4.2,432,63,13,390,700.0,172
2189,1,0,4.0,90,18,68,650,650.0,679
2190,1,0,4.3,570,63,12,324,700.0,1848
2191,1,1,4.0,1021,7,19,1084,700.0,1333
2192,1,0,3.9,148,18,29,742,500.0,879
2193,1,0,3.5,64,44,67,725,300.0,647
2194,1,0,4.0,85,54,34,355,400.0,563
2195,1,0,4.2,93,7,58,1237,300.0,1487
2196,1,0,3.8,62,61,19,1258,400.0,52
2197,1,0,3.8,83,24,31,173,100.0,817
2198,1,0,4.1,569,24,58,645,400.0,777
2199,1,0,3.9,113,58,58,671,250.0,113
2200,1,0,4.0,78,12,60,674,350.0,264
2201,1,0,3.9,117,44,58,1167,800.0,1172
2202,1,0,4.3,422,24,32,611,400.0,1695
2203,1,0,2.8,296,12,19,181,600.0,1220
2204,1,1,4.4,2229,43,37,789,3000.0,1798
2205,1,0,4.2,127,7,19,1311,700.0,1503
2206,1,0,3.7,270,24,28,1019,500.0,108
2207,1,0,3.9,241,4,12,262,700.0,1048
2208,1,0,4.3,7544,10,43,27,1500.0,580
2209,1,0,3.9,148,7,39,141,450.0,743
2210,1,0,4.1,68,18,19,903,700.0,534
2211,1,0,3.8,110,63,58,66,300.0,1045
2212,1,0,4.0,71,24,29,600,400.0,98
2213,1,0,4.2,255,66,12,319,500.0,356
2214,1,0,4.2,50,40,28,140,500.0,1914
2215,1,1,4.2,2840,54,21,786,800.0,1210
2216,1,0,3.7,129,24,58,1258,40.0,51
2217,1,0,4.2,131,7,29,742,180.0,141
2218,1,0,4.0,289,24,29,600,300.0,327
2219,1,0,3.9,61,58,8,165,150.0,617
2220,1,0,4.2,1764,61,19,505,750.0,236
2221,1,0,3.9,454,54,58,208,400.0,458
2222,1,0,3.8,111,13,29,146,500.0,869
2223,1,0,3.0,144,14,58,186,200.0,407
2224,1,0,4.3,652,13,16,341,750.0,1289
2225,1,0,4.1,110,24,64,878,150.0,1235
2226,1,1,3.9,96,7,20,895,1300.0,974
2227,1,0,4.3,1703,10,43,569,1300.0,337
2228,1,0,3.9,442,18,19,231,600.0,1914
2229,1,0,4.1,41,10,29,618,150.0,984
2230,1,0,3.8,262,55,19,488,850.0,1914
2231,1,0,3.9,205,61,19,975,500.0,1354
2232,1,0,4.0,113,44,19,754,1000.0,1708
2233,1,0,4.1,459,10,12,273,700.0,1163
2234,1,0,3.9,450,18,19,79,700.0,92
2235,1,1,4.3,858,13,21,529,1000.0,812
2236,1,0,4.2,231,43,2,149,300.0,1129
2237,1,0,4.4,319,10,19,1084,800.0,654
2238,1,0,3.9,224,10,19,1058,950.0,1497
2239,1,0,3.8,59,12,65,664,300.0,123
2240,1,0,3.3,65,7,12,349,900.0,306
2241,1,0,3.9,206,7,19,1174,800.0,1809
2242,1,0,3.9,87,63,19,982,500.0,1355
2243,1,1,4.2,980,63,20,706,1000.0,1103
2244,1,0,3.7,184,7,58,254,500.0,1532
2245,1,0,4.1,159,61,58,1146,300.0,1358
2246,1,1,4.2,2270,61,20,640,1400.0,1107
2247,1,1,4.4,1840,43,19,785,1500.0,1456
2248,1,0,3.1,54,24,28,504,500.0,1739
2249,1,0,3.4,334,24,19,64,550.0,1460
2250,1,0,3.5,73,43,42,1169,600.0,1313
2251,1,0,4.2,739,13,12,323,750.0,1341
2252,1,0,4.1,183,43,29,600,550.0,729
2253,1,1,4.0,2103,7,26,435,2000.0,1368
2254,1,0,4.3,94,63,19,849,550.0,448
2255,1,1,4.0,932,10,20,17,1000.0,130
2256,1,0,4.3,392,24,12,269,700.0,744
2257,1,0,3.9,169,18,58,1102,600.0,517
2258,1,0,3.9,64,7,59,644,250.0,1582
2259,1,1,4.3,763,43,19,1184,1400.0,1914
2260,1,0,4.1,1117,7,19,11,1500.0,1843
2261,1,0,3.7,81,18,58,1244,200.0,1183
2262,1,0,4.1,114,55,12,132,700.0,1207
2263,1,0,4.0,867,43,58,1270,400.0,1500
2264,1,0,2.8,54,66,58,1277,400.0,67
2265,1,0,2.9,330,14,28,778,600.0,978
2266,1,0,3.2,56,18,68,1001,400.0,1914
2267,1,0,3.8,106,54,58,1237,200.0,1759
2268,1,0,4.1,115,24,13,278,450.0,232
2269,1,0,3.9,157,69,19,940,450.0,1652
2270,1,0,4.2,391,24,12,319,500.0,968
2271,1,0,4.0,104,18,19,996,500.0,1087
2272,1,0,4.0,78,18,29,605,500.0,1904
2273,1,0,4.2,121,43,20,900,1000.0,1146
2274,1,0,3.8,260,44,12,262,700.0,1914
2275,1,0,4.1,152,66,12,365,300.0,156
2276,1,0,3.9,256,18,19,857,700.0,815
2277,1,0,2.9,50,7,58,1258,350.0,288
2278,1,0,4.0,134,10,58,646,450.0,571
2279,1,0,4.0,68,10,29,600,250.0,843
2280,1,0,3.9,51,24,58,1310,200.0,1599
2281,1,0,3.5,62,10,58,205,400.0,1914
2282,1,0,3.9,184,58,19,1247,400.0,1579
2283,1,0,4.0,1203,7,7,532,2000.0,559
2284,1,0,3.8,208,13,19,1263,400.0,1784
2285,1,0,3.9,200,24,58,1230,400.0,1914
2286,1,1,4.0,144,24,12,372,700.0,152
2287,1,0,3.9,117,63,19,414,600.0,1914
2288,1,1,4.2,937,10,12,305,750.0,1854
2289,1,1,4.3,61,7,19,1222,700.0,473
2290,1,0,4.2,33,13,29,617,300.0,792
2291,1,0,4.4,222,44,58,251,700.0,969
2292,1,1,4.1,765,63,20,23,1200.0,96
2293,1,0,3.9,186,40,58,455,400.0,999
2294,0,0,3.7,32,12,19,1052,800.0,1914
2295,1,0,3.8,66,24,58,1244,200.0,662
2296,1,0,3.4,50,10,19,974,600.0,433
2297,1,1,4.1,294,55,19,707,1000.0,188
2298,1,0,3.6,82,58,19,940,500.0,1877
2299,1,0,3.7,162,13,19,488,700.0,1914
2300,1,0,4.0,48,7,19,794,1500.0,1914
2301,1,0,2.8,94,24,19,494,600.0,1914
2302,1,0,3.9,134,66,19,1219,550.0,1676
2303,1,0,4.4,69,43,58,618,300.0,1228
2304,0,0,4.2,618,7,12,295,500.0,1914
2305,1,0,3.9,257,24,19,1007,650.0,1914
2306,1,0,3.7,66,63,12,391,800.0,653
2307,1,0,3.6,95,25,15,297,650.0,669
2308,1,0,4.2,115,44,13,278,500.0,1914
2309,1,0,3.8,71,24,12,262,500.0,760
2310,0,1,4.1,373,7,19,903,650.0,1914
2311,1,1,4.3,225,44,5,95,2000.0,1231
2312,1,0,3.7,74,18,58,903,300.0,1914
2313,1,0,3.4,122,54,12,289,600.0,95
2314,1,0,4.1,402,13,19,1087,750.0,1914
2315,1,0,4.1,198,24,19,1224,650.0,423
2316,1,0,3.8,74,69,19,539,1000.0,1550
2317,1,0,3.5,126,18,19,452,700.0,1914
2318,1,0,3.0,40,7,29,736,200.0,1507
2319,1,0,3.7,279,7,19,1004,800.0,1291
2320,1,1,4.1,523,24,19,500,800.0,1914
2321,1,0,3.8,102,24,29,618,300.0,624
2322,1,0,3.0,110,24,19,42,700.0,1914
2323,1,0,3.8,96,63,12,336,600.0,943
2324,1,0,3.6,91,24,19,1011,550.0,21
2325,1,1,2.2,406,44,19,866,1000.0,1496
2326,1,1,4.2,4732,10,19,948,1500.0,1914
2327,1,0,3.9,101,63,58,903,150.0,1914
2328,1,0,3.8,37,63,19,164,400.0,642
2329,0,0,3.9,122,7,19,791,500.0,1914
2330,1,1,4.3,550,58,19,462,1200.0,1003
2331,1,0,4.0,153,24,19,1004,700.0,1914
2332,1,0,3.3,73,50,28,1163,750.0,1914
2333,1,1,4.4,1110,10,20,159,1200.0,1914
2334,1,1,4.0,929,7,19,1182,800.0,663
2335,1,0,4.0,558,24,19,1007,900.0,938
2336,1,0,3.8,72,7,12,271,650.0,1914
2337,1,1,4.1,247,24,19,805,800.0,1914
2338,1,1,4.5,1394,10,20,452,1700.0,7
2339,1,0,3.9,463,63,15,268,800.0,182
2340,1,1,4.4,484,61,5,881,1900.0,1556
2341,1,1,4.3,500,43,20,452,1300.0,593
2342,1,0,2.6,72,4,58,1258,300.0,1914
2343,1,1,4.0,1912,44,19,1319,2100.0,316
2344,1,0,4.1,391,13,19,439,600.0,1543
2345,1,1,4.1,450,10,19,903,1000.0,291
2346,1,1,4.2,474,13,19,1004,1700.0,1434
2347,1,1,3.9,1361,44,35,903,2100.0,718
2348,1,0,4.2,133,13,19,127,1500.0,1548
2349,0,0,3.9,39,7,19,499,500.0,1914
2350,1,1,4.3,3484,43,57,520,1700.0,1914
2351,1,0,4.2,974,24,19,480,1100.0,586
2352,1,1,4.1,860,54,19,1216,1400.0,1489
2353,1,0,4.0,779,10,19,33,650.0,1751
2354,1,0,3.6,104,7,12,321,800.0,161
2355,0,0,3.4,8,7,58,903,450.0,1914
2356,1,0,4.0,360,54,19,494,1000.0,1786
2357,1,0,3.5,98,24,19,951,600.0,896
2358,1,0,4.1,290,38,58,258,600.0,1914
2359,1,0,3.3,201,13,19,420,700.0,536
2360,1,1,4.0,455,13,19,488,1000.0,1914
2361,1,0,4.3,901,63,19,788,2000.0,1293
2362,1,0,3.7,50,45,19,1232,750.0,1914
2363,1,1,4.2,2923,10,19,753,1000.0,1505
2364,1,1,4.1,853,10,19,1216,1400.0,1248
2365,1,1,4.1,207,24,5,20,1500.0,1709
2366,1,1,4.1,354,55,19,1228,1200.0,402
2367,1,1,4.0,378,13,19,983,850.0,1914
2368,1,1,4.3,3126,44,19,1117,1500.0,1700
2369,1,1,4.4,218,61,19,1211,850.0,1914
2370,1,1,4.4,712,55,19,851,1000.0,1914
2371,1,0,3.6,54,18,19,495,600.0,1119
2372,1,1,3.8,297,24,19,963,1200.0,1241
2373,1,0,4.0,176,38,28,653,300.0,1914
2374,1,0,3.9,118,18,19,540,1000.0,1221
2375,1,0,4.0,2418,24,43,661,1400.0,1914
2376,1,1,4.1,1053,24,68,567,1400.0,1914
2377,1,1,4.4,861,44,19,122,1800.0,1703
2378,1,0,3.8,109,38,68,778,400.0,1914
2379,0,1,3.8,108,63,4,940,1400.0,1914
2380,1,0,4.0,528,16,28,246,350.0,1914
2381,1,1,3.8,81,63,19,488,800.0,1914
2382,1,0,3.2,46,63,58,903,300.0,1914
2383,1,0,4.2,858,63,19,1312,1800.0,235
2384,1,0,2.1,252,24,28,1092,500.0,1914
2385,1,0,4.0,1096,63,19,815,1300.0,808
2386,0,0,4.3,1773,54,19,34,800.0,1914
2387,0,1,4.1,1327,43,20,637,2100.0,1914
2388,0,0,4.3,67,54,12,388,400.0,1914
2389,0,0,4.0,101,55,19,420,550.0,1914
2390,0,0,3.0,107,44,19,1025,800.0,1914
2391,0,0,3.7,145,55,21,463,1000.0,1914
2392,0,0,3.7,160,61,58,181,300.0,1914
2393,0,1,3.6,277,61,20,45,800.0,1914
2394,0,0,2.9,46,58,19,1267,550.0,1914
2395,0,0,4.1,121,55,19,940,600.0,1914
2396,1,0,4.1,119,55,19,516,1000.0,0
2397,1,0,3.6,118,55,19,420,500.0,495
2398,1,0,3.9,158,25,19,492,1300.0,553
2399,1,0,3.7,46,52,19,1227,1000.0,1316
2400,1,1,3.8,203,55,19,995,1200.0,1829
2401,1,1,4.0,188,59,20,1073,1300.0,1706
2402,1,0,4.3,783,18,58,903,300.0,1914
2403,1,0,3.7,111,59,19,940,550.0,1914
2404,1,0,3.8,170,58,58,1117,250.0,1914
2405,1,0,3.6,79,54,58,1230,500.0,1914
2406,1,0,3.8,263,24,68,419,700.0,1914
2407,0,1,4.4,2039,43,20,718,1200.0,1914
2408,0,1,4.1,93,54,53,533,1000.0,1914
2409,0,0,4.1,1543,43,53,595,1200.0,1914
2410,0,0,3.9,234,42,5,774,1000.0,1914
2411,1,0,3.9,84,52,5,576,1500.0,1914
2412,0,0,4.3,1348,55,19,221,550.0,1914
2413,0,1,4.1,473,58,19,885,800.0,1914
2414,0,0,4.5,3569,61,12,266,900.0,1914
2415,1,1,4.4,691,44,21,7,1700.0,90
2416,0,1,4.3,518,58,19,788,1400.0,1914
2417,0,0,4.3,1187,54,19,420,550.0,1914
2418,0,0,4.4,1896,54,29,744,400.0,1914
2419,0,0,4.2,162,63,12,402,750.0,1914
2420,0,0,4.1,356,55,58,927,400.0,1914
2421,0,0,4.3,788,10,15,364,900.0,1914
2422,0,0,3.9,80,10,58,420,500.0,1914
2423,0,0,4.1,765,54,19,1085,800.0,1914
2424,0,0,4.0,1443,44,32,614,500.0,1914
2425,0,0,4.3,524,10,19,901,800.0,1914
2426,0,0,4.3,183,10,29,618,400.0,1914
2427,1,0,4.3,1133,25,12,351,800.0,1822
2428,0,0,4.0,101,61,58,797,150.0,1914
2429,0,0,4.0,47,63,12,370,750.0,1914
2430,0,0,3.9,155,43,19,970,600.0,1914
2431,0,0,3.9,52,12,68,140,1200.0,1914
2432,0,0,2.7,77,44,58,975,500.0,1914
2433,0,0,4.0,53,13,58,869,400.0,1914
2434,0,0,3.8,95,10,58,642,500.0,1914
2435,0,0,3.9,134,61,19,763,800.0,1914
2436,0,1,3.9,156,13,19,1143,1100.0,1914
2437,0,0,4.0,209,54,19,452,500.0,1914
2438,0,0,4.2,221,61,29,742,150.0,1914
2439,0,0,3.4,10,44,58,951,350.0,1914
2440,0,0,3.8,41,54,58,161,100.0,1914
2441,0,0,3.4,27,44,58,1080,300.0,1914
2442,0,0,3.0,53,10,58,1263,250.0,1914
2443,1,0,2.8,142,18,3,140,300.0,1914
2444,1,0,3.9,430,18,19,890,550.0,1914
2445,1,0,3.8,69,7,19,1256,500.0,1059
2446,1,0,3.5,140,10,19,903,600.0,713
2447,1,1,3.8,198,44,19,762,1600.0,1914
2448,1,1,3.8,91,13,19,1129,1800.0,383
2449,1,1,4.3,1048,43,19,761,1600.0,1447
2450,1,0,4.1,1079,7,62,252,550.0,14
2451,1,0,4.9,1746,7,29,600,400.0,1914
2452,1,0,4.4,215,7,39,605,450.0,988
2453,1,0,3.9,64,7,59,644,250.0,1914
2454,1,0,3.9,148,7,39,141,450.0,743
2455,1,0,4.2,131,7,29,742,180.0,141
2456,1,0,3.9,100,7,66,878,400.0,1084
2457,1,0,3.0,40,7,29,736,200.0,1507
2458,1,0,4.0,93,7,29,600,300.0,326
2459,0,1,4.1,473,58,19,885,800.0,1914
2460,1,1,4.2,2840,54,21,786,800.0,1210
2461,0,1,4.3,446,54,50,881,2000.0,1914
2462,0,1,4.0,1703,10,12,306,1000.0,1914
2463,1,0,4.4,1087,43,1,139,600.0,353
2464,0,0,4.4,1896,54,29,744,400.0,1914
2465,0,0,4.5,232,55,29,619,1250.0,1914
2466,0,0,4.3,521,43,1,1190,1400.0,1914
2467,0,0,3.6,221,12,58,1298,300.0,1914
2468,1,0,4.1,41,10,29,618,150.0,984
2469,1,0,4.1,114,55,12,132,700.0,1207
2470,1,0,4.3,570,63,12,324,700.0,1848
2471,0,0,4.0,1443,44,32,614,500.0,1914
2472,1,0,4.4,69,43,58,618,300.0,1229
2473,0,0,4.3,183,10,29,618,400.0,1914
2474,0,0,4.5,292,43,29,742,400.0,1914
2475,0,1,4.1,117,63,19,519,2000.0,1914
2476,1,0,4.2,432,63,13,390,700.0,1914
2477,1,1,4.1,294,55,19,707,1000.0,188
2478,1,0,4.2,115,44,13,278,500.0,1914
2479,0,0,4.0,97,63,29,137,400.0,1914
2480,0,0,3.6,52,55,3,146,300.0,1914
2481,1,0,4.0,78,12,60,674,350.0,264
2482,1,0,4.3,116,61,29,618,400.0,1696
2483,1,0,4.2,231,43,2,149,300.0,1129
2484,0,0,4.0,79,44,29,600,800.0,1914
2485,0,0,4.0,183,12,58,878,400.0,1914
2486,1,0,4.0,85,54,34,355,400.0,1914
2487,1,0,3.8,59,12,65,664,300.0,1914
2488,0,0,4.0,100,54,29,742,150.0,1914
2489,1,0,4.1,63,44,29,600,900.0,1914
2490,1,0,3.9,61,58,8,165,150.0,1914
2491,1,0,4.0,68,10,29,600,250.0,1914
2492,1,0,4.0,122,10,11,167,400.0,1914
2493,1,0,2.9,46,63,3,145,400.0,1914
2494,0,0,4.2,221,61,29,742,150.0,1914
2495,1,0,4.0,47,55,29,605,300.0,1914
2496,0,0,3.4,27,44,58,1080,300.0,1914
2497,1,0,4.1,49,54,28,140,500.0,1914
2498,1,0,3.7,73,54,29,605,350.0,1914
2499,0,0,3.9,49,54,29,137,600.0,1914
2500,1,0,4.1,125,44,21,528,900.0,1914
2501,0,0,4.1,211,18,3,146,200.0,1914
2502,1,0,4.3,652,13,16,341,750.0,1289
2503,1,0,4.2,33,13,29,617,300.0,792
2504,1,1,4.3,61,7,19,1222,700.0,473
2505,0,1,4.3,2651,7,5,573,1300.0,1914
2506,0,1,4.4,1187,7,19,832,1100.0,1914
2507,0,1,4.5,8375,7,57,15,2000.0,1914
2508,0,0,4.5,1573,7,20,1227,1500.0,1914
2509,0,1,4.4,256,7,50,108,1500.0,1914
2510,1,1,4.0,2103,7,26,435,2000.0,1368
2511,1,0,4.4,2090,7,19,1105,750.0,91
2512,0,1,4.2,240,7,53,25,1500.0,1914
2513,1,0,4.0,48,7,19,794,1500.0,1906
2514,1,1,4.3,393,7,5,693,1600.0,269
2515,1,0,4.1,1117,7,19,11,1500.0,1843
2516,0,0,4.2,4422,7,25,10,1200.0,1914
2517,1,1,4.0,929,7,19,1182,800.0,1914
2518,0,1,4.1,548,7,56,683,1100.0,1914
2519,0,0,4.0,949,7,53,940,1100.0,1914
2520,1,0,4.0,1203,7,7,532,2000.0,1914
2521,0,0,4.2,618,7,12,295,500.0,1914
2522,1,0,3.9,387,7,19,1167,750.0,1914
2523,0,0,2.0,395,7,43,683,1500.0,1914
2524,1,0,3.7,279,7,19,1004,800.0,1914
2525,1,0,4.2,127,7,19,1311,700.0,1914
2526,0,1,4.1,373,7,19,903,650.0,1914
2527,1,0,3.8,72,7,12,271,650.0,1914
2528,1,0,2.9,50,7,58,1258,350.0,1914
2529,0,0,4.0,162,7,58,499,400.0,1914
2530,0,0,2.8,133,7,19,1139,650.0,1914
2531,1,1,4.0,1021,7,19,1084,700.0,1914
2532,0,0,3.9,122,7,19,791,500.0,1914
2533,1,1,3.9,96,7,20,895,1300.0,1914
2534,0,1,3.9,105,7,19,472,1000.0,1914
2535,0,0,3.7,125,7,19,493,600.0,1914
2536,1,0,3.8,69,7,19,1256,500.0,1914
2537,0,0,3.9,39,7,19,499,500.0,1914
2538,1,0,3.9,206,7,19,1174,800.0,1914
2539,1,0,3.6,104,7,12,321,800.0,1914
2540,1,0,4.1,1079,7,62,252,550.0,1914
2541,1,0,3.8,191,7,58,254,450.0,1914
2542,1,0,3.9,64,7,59,644,250.0,1914
2543,0,0,4.0,336,7,58,1324,300.0,1914
2544,1,0,3.7,123,7,40,452,400.0,1914
2545,0,0,2.7,61,7,58,1193,600.0,1914
2546,1,0,3.7,184,7,58,254,500.0,1532
2547,1,0,4.2,93,7,58,1237,300.0,1914
2548,0,0,3.4,8,7,58,903,450.0,1914
2549,1,0,3.5,89,7,39,255,600.0,537
2550,0,1,4.4,4575,44,43,121,1700.0,1914
2551,1,1,4.2,4732,10,19,948,1500.0,1774
2552,0,1,4.5,2194,55,19,860,1800.0,1914
2553,0,0,4.7,3894,54,50,521,1500.0,1914
2554,1,1,4.3,3126,44,19,1117,1500.0,1700
2555,0,1,4.2,3116,43,43,504,2500.0,1914
2556,0,1,4.4,858,43,35,114,3000.0,1914
2557,0,1,4.4,2115,43,35,1033,2200.0,1914
2558,0,0,4.3,1773,54,19,34,800.0,1914
2559,0,1,4.6,2339,44,35,422,2800.0,1914
2560,0,0,4.3,1348,55,19,221,550.0,1914
